Pressure1,Pressure2,Pressure3,Pressure4,AirPressure1,AirPressure2,AirPressure3,AirPressure4,AirPressure5,AirPressure6
30.8,67.5,22.9,107.9,0.89,0.8,0.89,0.88,0.87,1.01
81.1,46.6,202.2,26.1,0.89,0.81,0.85,1.07,0.84,0.85
52.3,50.8,156.4,21.7,0.89,0.8,0.86,1.05,0.85,0.85
14.7,10.0,205.7,57.1,0.89,0.8,0.86,0.97,0.85,0.85
29.1,22.1,197.4,72.7,0.89,0.8,0.85,0.98,0.85,0.85
33.0,37.9,229.4,58.6,0.89,0.81,0.85,1.0,0.84,0.85
31.8,45.6,211.3,42.2,0.89,0.8,0.85,1.01,0.85,0.85
12.5,22.6,36.4,9.4,0.89,0.81,0.85,0.87,1.06,0.86
12.2,20.6,39.6,17.2,0.89,0.8,0.85,0.87,1.07,0.86
29.1,8.6,24.4,127.6,0.89,0.81,0.86,0.87,0.95,0.86
43.7,1.3,44.1,77.1,0.89,0.8,0.86,0.87,1.01,0.86
27.8,1.3,23.5,52.1,0.89,0.8,0.85,0.87,1.0,0.88
25.2,-0.9,38.6,61.8,0.89,0.8,0.86,0.87,1.02,0.86
22.0,89.2,0.1,177.5,0.89,0.8,0.85,0.86,0.84,0.99
2.3,91.3,-7.0,168.8,0.89,0.8,0.85,0.87,0.84,1.0
17.8,187.1,-19.2,210.4,0.89,0.8,0.87,0.87,0.84,0.94
33.0,99.5,-7.1,207.6,0.89,0.8,0.86,0.87,0.84,0.98
28.9,94.5,4.7,199.6,0.89,0.8,0.86,0.87,0.84,0.99
36.8,35.7,181.0,57.5,0.89,0.81,0.86,0.95,0.85,0.85
71.2,193.8,1025.8,92.5,0.89,0.8,0.85,0.96,0.84,0.85
6.8,38.3,193.4,74.0,0.89,0.8,0.85,0.99,0.84,0.85
6.5,59.4,218.5,63.3,0.89,0.8,0.85,0.99,0.84,0.85
34.7,59.3,210.5,61.2,0.89,0.8,0.85,0.98,0.84,0.85
12.5,43.1,215.7,66.5,0.89,0.8,0.85,1.04,0.84,0.85
18.2,23.7,31.6,16.1,0.89,0.81,0.86,0.88,0.96,0.85
20.2,27.0,38.7,34.3,0.89,0.8,0.86,0.87,1.0,0.85
32.0,32.8,36.5,60.8,0.89,0.81,0.85,0.88,1.01,0.85
33.0,36.7,41.3,57.9,0.89,0.8,0.85,0.87,1.01,0.85
30.8,16.8,30.3,80.7,0.89,0.8,0.85,0.87,1.0,0.85
38.0,19.3,29.7,77.8,0.89,0.8,0.85,0.87,1.0,0.0
20.7,92.7,14.0,110.1,0.89,0.8,0.87,0.87,0.88,0.93
30.8,75.1,0.8,108.1,0.89,0.8,0.87,0.87,0.88,0.93
31.7,132.7,4.3,144.1,0.89,0.8,0.86,0.87,0.85,0.99
6.5,3.1,-0.0,133.4,0.89,0.8,0.86,0.87,0.85,0.93
7.6,55.5,15.2,216.6,0.89,0.81,0.85,0.87,0.85,0.96
5.1,74.9,-3.4,220.8,0.89,0.8,0.85,0.87,0.85,0.95
182.6,40.2,90.5,65.3,0.89,0.8,0.84,1.03,0.84,0.85
178.3,38.1,103.4,73.8,0.89,0.81,0.83,1.05,0.84,0.85
178.2,34.9,71.7,75.7,0.89,0.8,0.83,1.05,0.84,0.85
174.3,66.8,67.5,86.3,0.89,0.8,0.83,1.05,0.84,0.85
181.3,34.1,82.0,67.3,0.89,0.8,0.83,1.06,0.84,0.85
167.4,43.4,51.3,70.8,0.89,0.8,0.83,1.05,0.84,0.85
184.0,45.7,73.5,59.0,0.89,0.8,0.84,1.05,0.84,0.85
172.8,57.1,75.5,64.8,0.89,0.8,0.83,1.05,0.84,0.85
191.9,48.5,74.8,63.6,0.89,0.8,0.83,1.05,0.84,0.85
171.3,17.3,47.6,164.1,0.88,0.79,0.82,0.85,1.01,0.84
192.7,12.7,18.7,168.8,0.88,0.79,0.82,0.85,1.02,0.83
201.3,7.7,31.9,187.1,0.88,0.79,0.82,0.85,1.01,0.84
171.4,-1.6,40.6,165.5,0.89,0.8,0.83,0.89,1.03,0.85
182.5,17.3,67.6,169.9,0.89,0.8,0.83,0.89,1.03,0.84
176.8,-1.0,56.7,188.3,0.89,0.8,0.84,0.88,1.03,0.84
182.9,-1.7,65.4,180.7,0.89,0.81,0.83,0.88,1.0,0.85
161.1,-0.3,54.1,164.6,0.89,0.81,0.84,0.89,0.99,0.85
55.4,58.8,25.0,73.2,0.89,0.81,0.83,0.88,0.84,1.02
52.5,59.0,23.1,63.2,0.89,0.81,0.83,0.88,0.84,1.02
44.4,67.1,25.5,69.0,0.89,0.81,0.83,0.88,0.84,1.03
22.9,104.8,19.9,22.4,0.89,0.8,0.83,0.88,0.84,1.04
23.1,101.6,26.2,23.6,0.89,0.8,0.83,0.88,0.84,1.04
16.3,98.4,29.1,20.9,0.89,0.8,0.83,0.88,0.84,1.04
58.0,78.2,31.1,7.2,0.89,0.8,0.84,0.88,0.85,1.01
46.6,94.9,30.7,13.8,0.89,0.8,0.83,0.87,0.85,1.0
56.9,82.5,29.4,8.2,0.89,0.8,0.83,0.87,0.85,1.0
179.1,34.4,63.0,129.6,0.89,0.8,0.84,1.06,0.84,0.85
172.7,47.6,80.4,132.5,0.89,0.8,0.84,1.06,0.84,0.85
185.7,37.0,110.2,93.2,0.89,0.8,0.83,1.03,0.84,0.85
154.0,55.7,110.0,105.0,0.89,0.81,0.84,1.02,0.85,0.85
173.8,62.9,128.5,105.1,0.89,0.8,0.84,1.02,0.85,0.85
186.2,21.7,16.0,107.9,0.89,0.8,0.84,1.05,0.85,0.85
167.8,32.8,15.2,111.8,0.89,0.81,0.84,1.05,0.85,0.85
200.7,23.5,39.2,188.8,0.89,0.8,0.84,0.87,1.11,0.85
166.5,29.9,56.8,187.4,0.89,0.81,0.85,0.88,1.11,0.85
201.5,19.9,41.3,189.1,0.89,0.81,0.84,0.87,1.11,0.85
195.7,220.1,1012.4,181.4,0.89,0.81,0.84,0.87,1.06,0.85
180.7,52.7,15.5,157.8,0.89,0.81,0.84,0.87,1.06,0.85
174.6,56.1,28.9,188.5,0.89,0.8,0.84,0.87,1.06,0.85
194.1,12.2,65.7,191.0,0.89,0.81,0.83,0.88,0.96,0.85
180.8,25.3,77.4,174.5,0.89,0.81,0.84,0.87,0.97,0.85
178.0,19.7,57.7,183.9,0.89,0.81,0.84,0.88,0.96,0.85
28.9,93.1,21.0,15.9,0.89,0.8,0.84,0.87,0.83,1.02
25.8,88.1,23.2,3.3,0.89,0.8,0.84,0.87,0.83,1.03
19.7,93.3,8.8,54.3,0.88,0.8,0.83,0.85,0.83,0.96
52.0,96.5,22.7,68.9,0.88,0.8,0.83,0.85,0.83,0.97
53.9,78.8,22.5,28.9,0.89,0.81,0.84,0.87,0.85,0.98
58.9,77.5,27.1,29.5,0.89,0.81,0.84,0.87,0.85,0.99
59.3,78.6,19.8,25.6,0.89,0.81,0.84,0.87,0.85,0.99
191.7,62.4,38.1,92.7,0.89,0.8,0.84,1.03,0.84,0.85
188.4,66.3,65.1,98.7,0.89,0.8,0.85,1.01,0.85,0.85
196.4,58.2,27.7,100.1,0.89,0.81,0.85,1.04,0.85,0.85
172.5,28.3,66.9,91.7,0.89,0.81,0.84,1.03,0.85,0.85
198.7,63.8,67.2,60.7,0.89,0.81,0.84,1.03,0.84,0.85
202.3,48.7,46.5,82.1,0.89,0.8,0.84,1.03,0.84,0.85
185.8,64.8,70.9,33.7,0.89,0.81,0.84,1.0,0.85,0.85
175.7,44.8,56.3,43.2,0.89,0.8,0.85,1.0,0.85,0.85
185.0,48.3,58.1,32.3,0.89,0.8,0.84,1.01,0.85,0.85
175.7,-1.0,33.2,161.2,0.89,0.81,0.85,0.88,1.03,0.85
187.3,-6.7,24.4,178.6,0.89,0.81,0.84,0.88,1.03,0.85
166.9,12.5,49.0,153.0,0.89,0.81,0.84,0.88,1.03,0.85
190.8,20.9,75.4,173.2,0.89,0.81,0.84,0.88,0.96,0.85
190.1,56.0,88.3,172.7,0.89,0.81,0.84,0.88,0.97,0.85
167.4,12.2,19.5,140.9,0.89,0.81,0.84,0.88,0.9,0.85
184.7,27.7,24.4,130.6,0.89,0.81,0.84,0.88,0.91,0.85
110.5,55.6,25.4,202.9,0.89,0.8,0.84,0.87,0.85,0.99
121.5,42.6,18.1,184.5,0.89,0.81,0.84,0.88,0.85,0.99
124.0,62.5,25.7,200.3,0.89,0.81,0.85,0.88,0.85,0.99
8.1,112.9,16.9,41.0,0.89,0.81,0.84,0.87,0.85,1.0
12.9,119.0,20.0,38.6,0.89,0.81,0.84,0.87,0.84,1.0
9.0,110.9,16.4,37.6,0.89,0.81,0.84,0.87,0.84,1.0
50.9,80.7,9.2,26.0,0.89,0.81,0.83,0.87,0.85,0.99
50.4,89.1,5.5,16.6,0.89,0.81,0.83,0.88,0.85,0.99
160.0,44.1,117.8,73.2,0.89,0.81,0.84,1.01,0.85,0.85
170.5,18.6,109.6,82.1,0.89,0.81,0.84,1.01,0.85,0.85
188.5,11.1,98.8,74.9,0.89,0.81,0.84,1.01,0.85,0.86
174.3,57.7,68.6,108.3,0.89,0.81,0.84,1.03,0.84,0.85
168.4,37.5,82.2,93.6,0.89,0.81,0.84,1.02,0.85,0.85
176.9,54.7,100.1,97.1,0.89,0.81,0.85,1.02,0.84,0.85
163.2,75.2,101.2,50.0,0.89,0.81,0.84,0.99,0.85,0.85
168.5,65.2,97.8,54.3,0.89,0.81,0.84,1.0,0.85,0.86
190.0,83.0,106.1,45.7,0.89,0.81,0.84,1.0,0.85,0.85
168.3,-0.4,2.3,188.1,0.89,0.8,0.84,0.88,1.06,0.85
167.8,12.9,24.7,183.7,0.89,0.8,0.84,0.88,1.08,0.85
172.0,1.4,19.6,174.1,0.89,0.81,0.84,0.88,1.07,0.85
115.4,23.6,21.7,120.0,0.89,0.81,0.84,0.88,0.98,0.85
124.1,27.4,19.2,104.3,0.89,0.81,0.84,0.88,0.98,0.85
120.0,28.5,17.1,114.1,0.89,0.81,0.84,0.88,0.97,0.85
130.7,22.5,31.0,135.1,0.89,0.81,0.84,0.88,0.99,0.85
139.9,23.1,30.4,150.2,0.89,0.81,0.84,0.88,0.97,0.85
127.8,20.8,20.0,131.1,0.89,0.81,0.84,0.88,0.98,0.85
38.4,57.4,1.4,14.6,0.89,0.81,0.83,0.88,0.85,1.03
38.2,53.1,4.1,19.6,0.89,0.8,0.84,0.88,0.85,1.04
43.7,58.7,7.0,11.9,0.89,0.8,0.84,0.88,0.85,1.04
22.4,68.0,2.3,32.1,0.89,0.8,0.83,0.88,0.85,1.01
21.4,62.1,6.5,29.4,0.89,0.8,0.83,0.88,0.85,1.02
26.5,70.1,7.6,28.5,0.89,0.8,0.83,0.88,0.85,1.01
4.0,38.3,7.2,70.1,0.89,0.8,0.83,0.88,0.85,0.99
4.3,31.2,2.3,69.3,0.89,0.8,0.83,0.88,0.85,0.99
3.7,30.4,5.0,67.2,0.89,0.8,0.83,0.88,0.85,0.99
135.7,14.5,211.0,382.9,0.89,0.8,0.85,1.0,0.84,0.84
172.5,-6.1,140.4,437.9,0.9,0.81,0.86,1.08,0.85,0.86
155.6,20.9,123.1,457.1,0.9,0.81,0.87,1.08,0.85,0.86
139.3,7.3,206.0,212.5,0.9,0.81,0.86,1.07,0.85,0.86
151.3,-13.4,150.3,180.3,0.9,0.81,0.86,1.08,0.85,0.86
66.4,32.9,100.0,137.3,0.9,0.81,0.86,0.88,1.13,0.86
69.6,8.7,108.6,137.9,0.9,0.8,0.86,0.88,1.09,0.86
116.1,13.3,81.0,310.8,0.89,0.8,0.85,0.94,1.05,0.86
126.4,0.5,142.8,302.2,0.89,0.8,0.85,0.93,1.04,0.86
164.2,4.2,114.4,333.1,0.89,0.81,0.85,0.95,1.04,0.86
108.5,32.3,70.5,365.2,0.89,0.81,0.86,0.88,0.89,0.86
26.1,8.8,18.8,433.0,0.89,0.8,0.86,0.88,0.9,0.86
70.9,42.0,112.2,340.0,0.89,0.81,0.85,0.88,1.1,0.86
41.4,43.4,41.9,619.3,0.9,0.81,0.88,0.89,0.94,0.97
19.1,102.7,71.4,603.3,0.9,0.81,0.88,0.89,0.94,0.95
57.9,44.5,76.9,366.0,0.9,0.82,0.86,0.89,1.06,0.96
62.8,51.6,94.7,382.2,0.9,0.81,0.86,0.89,1.04,0.99
56.4,79.3,65.0,462.7,0.9,0.81,0.88,0.89,0.96,0.96
89.6,86.8,69.8,398.8,0.9,0.81,0.89,0.89,0.97,0.95
166.8,-0.8,220.9,57.7,0.9,0.8,0.85,1.04,0.85,0.86
98.9,11.1,225.8,103.6,0.9,0.8,0.86,1.0,0.85,0.85
103.1,18.5,243.8,77.5,0.89,0.8,0.86,0.98,0.85,0.85
77.0,12.0,207.0,95.4,0.9,0.8,0.86,0.97,0.85,0.86
88.3,2.5,225.9,85.7,0.9,0.81,0.86,0.98,0.85,0.85
87.1,62.1,247.9,113.9,0.9,0.8,0.86,1.01,0.85,0.86
76.8,57.5,284.5,104.9,0.89,0.8,0.86,1.01,0.85,0.86
64.7,34.8,262.0,74.3,0.89,0.81,0.86,1.01,0.85,0.85
60.0,54.6,70.3,56.3,0.89,0.8,0.85,0.88,1.11,0.85
64.2,61.0,74.9,59.0,0.9,0.8,0.85,0.88,1.09,0.86
12.4,223.7,977.0,19.3,0.89,0.8,0.85,0.88,1.08,0.86
31.5,58.6,118.6,86.0,0.89,0.81,0.86,0.88,1.03,0.86
27.8,67.8,116.3,70.8,0.89,0.8,0.86,0.88,1.05,0.85
13.8,61.9,105.7,72.8,0.89,0.8,0.86,0.88,1.04,0.86
79.8,59.7,24.4,115.3,0.89,0.8,0.86,0.88,1.07,0.86
90.5,66.4,20.8,97.1,0.89,0.8,0.86,0.88,1.07,0.86
76.3,58.0,26.2,77.7,0.89,0.8,0.86,0.88,1.07,0.85
2.9,149.4,47.3,270.1,0.89,0.81,0.85,0.88,0.85,1.02
3.0,125.8,72.6,233.9,0.89,0.8,0.85,0.88,0.85,1.02
5.9,131.0,67.4,256.2,0.89,0.81,0.85,0.88,0.85,1.01
19.4,133.8,66.1,203.5,0.89,0.81,0.85,0.88,0.85,1.04
5.7,117.1,61.9,223.5,0.89,0.8,0.85,0.88,0.85,1.03
-2.9,129.3,61.7,231.3,0.89,0.81,0.85,0.88,0.85,1.03
21.9,99.4,81.6,252.8,0.89,0.81,0.86,0.88,0.85,0.96
18.8,101.7,55.6,237.2,0.89,0.8,0.86,0.89,0.86,0.95
3.8,100.9,81.6,227.1,0.89,0.8,0.86,0.88,0.86,0.95
80.4,5.9,216.6,95.8,0.89,0.8,0.85,1.0,0.86,0.87
107.7,28.3,224.8,106.2,0.89,0.81,0.85,1.02,0.86,0.87
41.1,27.9,184.6,86.0,0.9,0.81,0.86,0.93,0.89,0.89
43.4,12.0,190.0,92.8,0.9,0.81,0.86,0.92,0.9,0.89
136.4,32.4,172.8,77.2,0.9,0.81,0.86,0.88,0.86,0.89
67.7,21.8,164.6,107.7,0.9,0.81,0.86,0.89,0.86,0.88
5.3,25.7,0.7,74.6,0.89,0.8,0.85,0.86,0.97,0.91
9.9,27.0,2.4,73.1,0.89,0.81,0.85,0.87,0.98,0.9
8.7,29.6,1.0,53.8,0.89,0.8,0.85,0.87,0.99,0.9
-1.2,25.4,39.2,33.1,0.9,0.81,0.86,0.89,0.86,0.91
1.1,31.4,40.0,34.2,0.89,0.81,0.86,0.89,0.86,0.9
20.9,26.4,53.2,68.4,0.9,0.81,0.86,0.89,0.86,0.91
18.7,30.8,56.1,88.3,0.9,0.81,0.87,0.89,0.86,0.91
-2.1,25.2,59.5,8.0,0.89,0.8,0.86,0.86,0.83,0.85
5.0,27.8,75.2,85.7,0.89,0.8,0.86,0.86,0.83,0.87
-7.3,11.3,60.7,164.8,0.9,0.81,0.89,0.88,0.85,0.89
27.3,27.4,76.6,89.4,0.89,0.81,0.87,0.87,0.83,0.96
45.2,17.5,177.2,-9.9,0.89,0.8,0.86,1.05,0.85,0.86
54.9,3.3,178.3,6.9,0.89,0.81,0.86,1.04,0.85,0.85
35.2,24.0,244.8,48.3,0.89,0.81,0.86,1.04,0.84,0.85
39.6,16.1,228.3,51.0,0.89,0.81,0.86,1.04,0.84,0.86
9.4,23.9,230.2,50.3,0.89,0.8,0.86,1.0,0.84,0.86
25.0,-3.2,227.9,45.1,0.89,0.8,0.86,1.01,0.84,0.85
9.0,16.1,18.4,135.1,0.89,0.81,0.85,0.88,1.08,0.86
9.2,39.8,8.6,134.2,0.89,0.81,0.86,0.87,1.05,0.86
6.8,11.2,18.8,138.0,0.89,0.8,0.85,0.88,1.14,0.85
20.6,9.6,22.3,65.3,0.89,0.8,0.85,0.88,1.06,0.86
0.6,6.5,31.7,83.3,0.89,0.8,0.85,0.87,1.08,0.85
8.2,16.5,33.8,84.8,0.89,0.8,0.85,0.87,1.08,0.85
10.9,10.6,28.9,93.5,0.89,0.8,0.85,0.87,1.08,0.85
26.5,70.7,3.1,69.7,0.89,0.8,0.84,0.87,0.85,1.06
33.9,49.3,11.0,122.0,0.89,0.81,0.85,0.88,0.85,1.02
35.8,64.3,14.4,95.2,0.89,0.8,0.85,0.88,0.85,1.05
33.6,76.3,6.0,89.9,0.89,0.8,0.85,0.87,0.85,1.06
33.1,79.5,8.5,57.1,0.89,0.81,0.85,0.87,0.86,1.06
1.3,3.0,14.3,20.6,0.89,0.8,0.85,0.88,0.85,0.86
-0.2,2.9,13.9,17.1,0.89,0.81,0.85,0.88,0.85,0.86
71.7,23.4,71.0,60.7,0.89,0.8,0.86,0.95,0.94,0.86
60.5,16.9,79.0,52.5,0.89,0.81,0.86,0.94,0.93,0.86
36.1,79.3,229.7,69.1,0.89,0.81,0.86,0.97,0.86,0.86
31.3,14.2,206.1,95.5,0.89,0.8,0.86,0.98,0.86,0.86
-5.4,11.7,255.6,46.2,0.89,0.8,0.85,0.92,0.85,0.86
16.2,12.0,248.1,47.2,0.89,0.8,0.85,0.93,0.85,0.86
2.9,30.7,90.5,14.3,0.89,0.8,0.85,0.87,1.02,0.87
12.0,34.9,96.3,-0.9,0.89,0.8,0.85,0.87,1.02,0.87
20.6,46.4,78.5,49.5,0.89,0.8,0.86,0.87,1.0,0.88
26.3,35.8,81.3,72.6,0.89,0.8,0.86,0.87,0.98,0.88
20.7,4.0,194.8,67.7,0.89,0.8,0.85,0.89,0.92,0.86
64.2,13.5,113.7,77.3,0.89,0.81,0.85,0.9,1.03,0.85
24.7,70.1,52.3,163.2,0.89,0.8,0.85,0.87,0.85,0.99
28.8,72.9,31.9,178.2,0.89,0.8,0.86,0.87,0.85,1.0
24.6,61.6,49.7,183.6,0.89,0.8,0.86,0.87,0.85,1.0
28.2,48.2,52.4,184.8,0.89,0.8,0.84,0.87,0.85,1.0
28.7,43.0,53.6,159.1,0.89,0.8,0.85,0.87,0.86,1.0
40.0,19.7,244.7,43.2,0.89,0.8,0.85,1.03,0.85,0.86
37.7,-3.3,243.5,38.2,0.89,0.8,0.85,1.02,0.85,0.86
37.0,-6.8,266.1,32.5,0.89,0.8,0.85,1.02,0.85,0.86
0.0,-6.8,118.3,33.6,0.89,0.8,0.85,1.0,0.85,0.86
7.7,0.5,117.2,38.5,0.89,0.8,0.85,1.01,0.85,0.86
26.9,1.9,125.9,31.9,0.89,0.8,0.85,1.05,0.85,0.86
10.8,7.3,117.1,22.6,0.89,0.8,0.85,1.02,0.85,0.86
4.9,13.4,33.0,42.7,0.88,0.79,0.84,0.86,1.05,0.85
6.1,9.4,34.5,41.3,0.88,0.79,0.84,0.86,1.05,0.85
12.3,9.9,37.8,22.7,0.89,0.8,0.85,0.88,1.04,0.86
9.4,12.6,40.6,24.8,0.89,0.8,0.85,0.89,1.03,0.86
15.3,-0.2,46.6,65.2,0.89,0.8,0.85,0.91,0.99,0.85
3.9,4.6,48.9,46.8,0.89,0.8,0.85,0.91,0.97,0.85
29.1,80.0,2.2,158.5,0.89,0.8,0.85,0.87,0.85,1.02
46.2,79.8,516.3,456.6,0.89,0.8,0.85,0.87,0.85,1.02
6.7,97.6,0.8,158.1,0.89,0.8,0.86,0.87,0.85,1.01
29.3,62.0,13.8,112.2,0.89,0.8,0.85,0.87,0.88,0.99
44.9,62.5,18.8,115.4,0.89,0.8,0.85,0.88,0.88,0.99
60.8,-0.3,129.4,51.4,0.89,0.8,0.85,1.08,0.85,0.85
33.7,4.9,116.8,52.8,0.89,0.8,0.85,1.06,0.85,0.86
6.5,0.5,120.1,22.7,0.89,0.8,0.85,1.02,0.85,0.85
13.3,-1.6,121.4,23.6,0.89,0.8,0.85,1.02,0.85,0.85
36.3,10.4,54.4,74.3,0.89,0.8,0.85,1.02,0.87,0.87
44.6,-1.3,58.4,77.9,0.89,0.8,0.85,1.03,0.87,0.87
1.2,9.1,1.8,107.2,0.89,0.8,0.85,0.87,0.98,0.85
6.3,85.4,12.7,147.1,0.89,0.8,0.85,0.87,1.16,0.85
16.5,91.5,0.1,79.7,0.89,0.8,0.86,0.87,1.01,0.86
9.8,92.5,6.7,85.9,0.89,0.8,0.86,0.87,1.02,0.86
4.1,74.6,-3.9,91.3,0.89,0.8,0.85,0.87,1.08,0.89
5.0,74.3,9.7,97.8,0.89,0.8,0.85,0.87,1.08,0.89
37.7,44.2,16.2,105.9,0.89,0.81,0.86,0.87,0.87,1.02
33.0,50.5,29.4,104.3,0.89,0.8,0.85,0.87,0.86,1.02
22.3,4.9,27.1,100.7,0.89,0.8,0.86,0.88,0.86,0.96
30.5,12.7,25.3,101.1,0.89,0.8,0.85,0.89,0.88,0.96
19.6,42.2,10.7,142.9,0.89,0.8,0.85,0.87,0.84,1.04
14.2,33.3,1.8,135.8,0.89,0.81,0.84,0.87,0.84,1.04
48.2,104.9,98.0,15.8,0.89,0.8,0.86,1.04,0.85,0.85
58.0,105.7,112.1,12.4,0.89,0.81,0.85,1.04,0.85,0.85
49.4,102.9,89.3,23.5,0.89,0.8,0.86,1.0,0.85,0.85
42.1,105.4,94.7,6.0,0.89,0.8,0.86,1.0,0.85,0.85
72.7,121.5,100.9,18.1,0.89,0.8,0.85,1.03,0.85,0.85
76.9,104.9,108.3,19.7,0.89,0.8,0.85,1.04,0.85,0.85
10.8,92.5,7.3,119.0,0.89,0.8,0.86,0.88,1.03,0.86
7.5,100.7,13.1,113.1,0.89,0.8,0.85,0.89,1.04,0.85
-1.9,99.5,24.6,68.6,0.89,0.81,0.86,0.89,1.04,0.85
4.9,95.0,23.1,68.6,0.89,0.81,0.86,0.88,1.04,0.85
34.5,101.1,7.1,86.1,0.89,0.8,0.86,0.89,1.01,0.87
18.7,100.7,11.9,77.1,0.89,0.8,0.86,0.89,1.02,0.88
23.5,35.2,10.1,143.5,0.89,0.81,0.87,0.87,0.86,0.98
32.6,-2.2,18.4,102.2,0.89,0.81,0.87,0.87,0.9,0.96
24.1,18.3,9.0,205.5,0.89,0.8,0.86,0.87,0.84,0.96
2.9,55.8,4.4,190.7,0.89,0.8,0.87,0.87,0.84,0.99
21.5,3.8,27.3,185.6,0.89,0.8,0.84,0.88,0.84,0.88
28.6,57.8,22.5,109.0,0.89,0.8,0.89,0.88,0.87,1.01
77.9,34.6,190.4,15.5,0.89,0.81,0.85,1.07,0.84,0.85
59.0,30.5,153.8,22.4,0.89,0.8,0.86,1.05,0.85,0.85
20.1,35.1,209.8,66.3,0.89,0.8,0.86,0.97,0.85,0.85
31.1,31.9,203.5,64.4,0.89,0.8,0.85,0.98,0.85,0.85
36.2,36.3,205.8,48.7,0.89,0.81,0.85,1.0,0.84,0.85
33.3,46.0,216.4,41.1,0.89,0.8,0.85,1.01,0.85,0.85
14.6,25.3,42.0,11.4,0.89,0.81,0.85,0.87,1.06,0.86
13.8,21.5,35.7,19.0,0.89,0.8,0.85,0.87,1.07,0.86
30.3,7.4,25.0,125.0,0.89,0.81,0.86,0.87,0.95,0.86
40.9,3.0,50.0,79.8,0.89,0.8,0.86,0.87,1.01,0.86
27.3,7.1,26.2,44.7,0.89,0.8,0.85,0.87,1.0,0.88
23.4,0.7,30.8,61.3,0.89,0.8,0.86,0.87,1.02,0.86
17.4,94.6,-2.2,180.0,0.89,0.8,0.85,0.86,0.84,0.99
22.3,87.7,6.1,164.6,0.89,0.8,0.85,0.87,0.84,1.0
-2.2,186.6,-20.5,198.0,0.89,0.8,0.87,0.87,0.84,0.94
6.7,96.4,5.2,202.4,0.89,0.8,0.86,0.87,0.84,0.98
15.7,104.1,7.7,189.3,0.89,0.8,0.86,0.87,0.84,0.99
15.8,37.1,196.6,78.6,0.89,0.81,0.86,0.95,0.85,0.85
48.6,146.0,990.8,79.3,0.89,0.8,0.85,0.96,0.84,0.85
27.9,47.0,198.2,85.7,0.89,0.8,0.85,0.99,0.84,0.85
33.2,34.4,211.8,81.7,0.89,0.8,0.85,0.99,0.84,0.85
17.2,44.3,219.2,79.5,0.89,0.8,0.85,0.98,0.84,0.85
8.7,46.5,227.4,63.6,0.89,0.8,0.85,1.04,0.84,0.85
18.6,25.7,35.0,17.0,0.89,0.81,0.86,0.88,0.96,0.85
19.8,25.6,36.1,35.3,0.89,0.8,0.86,0.87,1.0,0.85
26.5,36.4,36.8,60.9,0.89,0.81,0.85,0.88,1.01,0.85
34.6,33.7,33.7,51.6,0.89,0.8,0.85,0.87,1.01,0.85
35.2,15.1,20.1,80.3,0.89,0.8,0.85,0.87,1.0,0.85
32.0,15.9,28.4,86.3,0.89,0.8,0.85,0.87,1.0,0.0
23.2,88.1,10.9,107.9,0.89,0.8,0.87,0.87,0.88,0.93
38.0,86.2,14.3,109.1,0.89,0.8,0.87,0.87,0.88,0.93
20.6,126.3,1.9,141.6,0.89,0.8,0.86,0.87,0.85,0.99
2.5,4.4,3.0,135.7,0.89,0.8,0.86,0.87,0.85,0.93
-1.2,59.5,2.2,220.8,0.89,0.81,0.85,0.87,0.85,0.96
14.9,50.9,3.5,198.4,0.89,0.8,0.85,0.87,0.85,0.95
173.1,41.5,97.5,59.5,0.89,0.8,0.84,1.03,0.84,0.85
180.1,62.2,97.0,66.0,0.89,0.81,0.83,1.05,0.84,0.85
173.7,49.7,84.4,74.6,0.89,0.8,0.83,1.05,0.84,0.85
158.0,45.1,56.6,91.6,0.89,0.8,0.83,1.05,0.84,0.85
180.1,51.0,52.5,93.1,0.89,0.8,0.83,1.06,0.84,0.85
173.2,43.5,64.7,92.9,0.89,0.8,0.83,1.05,0.84,0.85
191.2,49.5,55.0,83.1,0.89,0.8,0.84,1.05,0.84,0.85
183.9,35.5,84.3,69.7,0.89,0.8,0.83,1.05,0.84,0.85
191.7,50.0,76.9,60.1,0.89,0.8,0.83,1.05,0.84,0.85
189.8,12.2,52.5,197.9,0.88,0.79,0.82,0.85,1.01,0.84
180.3,9.5,45.6,171.1,0.88,0.79,0.82,0.85,1.02,0.83
184.9,31.7,59.7,195.1,0.88,0.79,0.82,0.85,1.01,0.84
171.2,-3.1,26.4,182.5,0.89,0.8,0.83,0.89,1.03,0.85
182.4,-2.4,61.0,183.4,0.89,0.8,0.83,0.89,1.03,0.84
181.8,8.0,69.8,185.3,0.89,0.8,0.84,0.88,1.03,0.84
192.2,15.4,35.7,174.1,0.89,0.81,0.83,0.88,1.0,0.85
166.6,-4.5,39.5,173.2,0.89,0.81,0.84,0.89,0.99,0.85
51.9,50.3,34.1,73.1,0.89,0.81,0.83,0.88,0.84,1.02
54.4,59.1,29.5,67.3,0.89,0.81,0.83,0.88,0.84,1.02
42.1,59.4,10.0,67.9,0.89,0.81,0.83,0.88,0.84,1.03
26.9,102.8,17.9,14.2,0.89,0.8,0.83,0.88,0.84,1.04
21.0,98.7,21.6,15.4,0.89,0.8,0.83,0.88,0.84,1.04
17.0,101.4,20.9,18.0,0.89,0.8,0.83,0.88,0.84,1.04
